customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,avg_monthly_charge,num_services,has_premium_support,charge_per_service,is_new_month_to_month,is_long_term_customer,Partner_enc,Dependents_enc,PhoneService_enc,PaperlessBilling_enc,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_enc
1159-MSLCR,Female,1,Yes,Yes,63,Yes,Yes,103.96,6532.44,Yes,1,61-72,103.69,7,1,14.85,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
4654-QAAPZ,Male,0,No,Yes,35,Yes,No,73.06,2597.12,No,0,25-48,74.2,3,0,24.35,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
6754-YWHCO,Female,0,No,No,23,Yes,Yes,112.48,2592.66,No,0,13-24,112.72,7,0,16.07,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
6583-UNXVP,Male,0,No,No,12,Yes,Yes,90.95,1132.54,Yes,1,0-12,94.38,3,0,30.32,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
5961-AURXC,Male,1,No,No,12,Yes,Yes,88.81,1072.3,Yes,1,0-12,89.36,5,0,17.76,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2314-RMPLQ,Male,0,Yes,Yes,11,Yes,Yes,88.03,938.96,No,0,0-12,85.36,7,1,12.58,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
6925-ETMOQ,Male,0,No,Yes,8,Yes,Yes,59.71,435.66,No,0,0-12,54.46,3,0,19.9,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7699-HAEZF,Female,0,No,No,60,Yes,No,88.94,5376.29,No,0,49-60,89.6,4,0,22.24,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3243-WGMJR,Female,0,No,No,7,Yes,Yes,29.23,154.18,No,0,0-12,22.03,1,0,29.23,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
6350-NNVPN,Female,0,No,Yes,72,Yes,Yes,87.64,6302.27,No,0,61-72,87.53,5,0,17.53,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8985-CVFIA,Female,0,No,Yes,47,Yes,No,118.75,5521.85,No,0,25-48,117.49,7,1,16.96,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
6141-VJRKT,Male,0,Yes,No,2,No,Yes,21.91,46.87,No,0,0-12,23.44,0,0,21.91,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
9986-SIVAZ,Male,1,Yes,Yes,70,Yes,No,81.53,5732.86,No,0,61-72,81.9,4,0,20.38,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8554-QQGLC,Female,0,No,No,23,Yes,Yes,18.96,424.93,No,0,13-24,18.48,1,0,18.96,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
4048-PJUWO,Female,1,No,No,55,Yes,No,24.11,1231.31,No,0,49-60,22.39,2,0,12.06,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4067-HOSDL,Female,0,No,Yes,7,Yes,No,93.39,692.89,No,0,0-12,98.98,5,0,18.68,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
4964-HGVLO,Male,1,Yes,No,10,Yes,No,27.34,251.01,No,0,0-12,25.1,2,0,13.67,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1344-HFIVO,Female,0,No,Yes,29,Yes,Yes,98.51,2952.28,No,0,25-48,101.8,5,0,19.7,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
9119-KUEVP,Female,0,No,No,12,Yes,No,18.34,242.01,No,0,0-12,20.17,1,0,18.34,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1349-RMAWN,Female,0,No,No,28,Yes,Yes,97.58,2778.43,No,0,25-48,99.23,6,1,16.26,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
6458-PCISI,Female,1,Yes,No,47,Yes,Yes,27.46,1187.71,No,0,25-48,25.27,2,0,13.73,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
8994-ILLAV,Male,0,Yes,Yes,10,Yes,Yes,65.01,619.62,Yes,1,0-12,61.96,3,0,21.67,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
2220-MXZFJ,Male,0,No,Yes,30,Yes,No,88.05,2671.82,Yes,1,25-48,89.06,5,0,17.61,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
6091-SGOVT,Male,0,No,Yes,31,Yes,Yes,118.75,3679.66,Yes,1,25-48,118.7,7,1,16.96,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
8397-XWNZM,Male,0,Yes,No,31,Yes,No,86.4,2599.37,No,0,25-48,83.85,5,0,17.28,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
7384-YBYVZ,Female,0,No,No,52,Yes,No,89.15,4577.67,No,0,49-60,88.03,4,0,22.29,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
7953-EHAPL,Female,0,Yes,No,21,Yes,Yes,91.13,1915.84,No,0,13-24,91.23,4,0,22.78,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5271-TVBXJ,Male,0,Yes,Yes,2,Yes,Yes,105.18,204.75,Yes,1,0-12,102.38,7,0,15.03,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
7767-PLFET,Male,0,Yes,No,9,Yes,Yes,103.75,833.18,Yes,1,0-12,92.58,5,0,20.75,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
3892-FAVKJ,Female,0,Yes,No,11,Yes,Yes,92.82,1100.26,Yes,1,0-12,100.02,5,0,18.56,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4345-PMOHH,Female,0,No,Yes,44,Yes,Yes,23.17,1019.11,No,0,25-48,23.16,1,0,23.17,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
8764-LZVSO,Male,0,Yes,No,4,Yes,Yes,27.71,155.83,No,0,0-12,38.96,2,0,13.86,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
8536-BMSCE,Female,0,No,No,2,Yes,Yes,60.81,185.09,No,0,0-12,92.54,3,0,20.27,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1587-MOMBM,Male,0,Yes,No,72,Yes,Yes,94.87,6795.88,No,0,61-72,94.39,6,1,15.81,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
8991-AUHBB,Male,0,Yes,No,66,Yes,Yes,86.08,5688.66,No,0,61-72,86.19,5,0,17.22,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
1114-KMQCR,Male,0,Yes,Yes,9,Yes,Yes,115.3,1013.82,Yes,1,0-12,112.65,6,0,19.22,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
7657-BRDLR,Female,0,Yes,No,7,Yes,Yes,90.0,670.53,No,0,0-12,95.79,6,0,15.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
8837-NLVFF,Female,0,No,No,28,Yes,Yes,101.43,2882.84,Yes,1,25-48,102.96,5,0,20.29,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5197-DAJDQ,Female,0,No,No,51,No,Yes,18.25,895.5,No,0,49-60,17.56,0,0,18.25,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
5936-MMCKB,Male,0,No,No,11,Yes,No,94.75,1005.79,Yes,1,0-12,91.44,6,0,15.79,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
4193-RZHGR,Female,0,No,Yes,38,Yes,Yes,104.3,3914.0,No,0,25-48,103.0,5,0,20.86,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
9260-HVIQF,Female,1,No,No,50,Yes,No,89.19,4489.27,No,0,49-60,89.79,6,1,14.86,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
3358-ZKAUD,Male,0,No,No,16,No,Yes,80.58,1269.83,Yes,1,13-24,79.36,4,0,20.14,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1996-VJDZH,Male,0,No,No,69,Yes,No,83.25,5683.38,Yes,1,61-72,82.37,6,0,13.88,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
6695-GPSTK,Male,0,No,No,64,Yes,Yes,86.35,5547.28,No,0,61-72,86.68,7,0,12.34,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
6542-VVTKN,Female,0,Yes,No,38,Yes,No,85.25,3180.75,No,0,25-48,83.7,5,0,17.05,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
9707-GSUMW,Male,0,Yes,No,64,Yes,Yes,21.01,1298.56,No,0,61-72,20.29,1,0,21.01,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4853-VQBVS,Male,1,No,No,23,Yes,Yes,25.1,565.05,Yes,1,13-24,24.57,1,0,25.1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
3001-SNYHG,Female,0,No,Yes,57,Yes,No,23.46,1346.84,No,0,49-60,23.63,2,0,11.73,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1525-UZRJW,Female,0,Yes,No,1,Yes,Yes,89.12,100.16,No,0,0-12,100.16,6,0,14.85,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3279-SPWZJ,Female,0,No,No,66,No,Yes,93.97,6222.91,No,0,61-72,94.29,4,0,23.49,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1857-ETJDV,Female,1,Yes,No,7,Yes,No,93.23,602.04,No,0,0-12,86.01,7,0,13.32,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
6838-DSQZZ,Male,0,No,No,51,Yes,Yes,90.95,4682.4,No,0,49-60,91.81,6,0,15.16,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
9777-XUROU,Female,0,No,No,9,Yes,Yes,96.6,862.45,No,0,0-12,95.83,6,0,16.1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
9692-DDMHN,Male,1,Yes,Yes,5,Yes,Yes,90.93,489.28,Yes,1,0-12,97.86,3,0,30.31,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3800-UXHUC,Male,1,No,No,71,Yes,Yes,99.12,7013.65,No,0,61-72,98.78,5,0,19.82,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
8170-SSMCV,Female,0,No,No,16,Yes,No,19.52,226.07,No,0,13-24,14.13,2,0,9.76,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1987-MEWON,Male,0,No,No,2,Yes,Yes,92.45,257.74,No,0,0-12,128.87,5,0,18.49,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3855-UFSZG,Male,0,No,No,38,Yes,No,103.42,3866.14,No,0,25-48,101.74,7,0,14.77,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
7173-IYXIG,Female,0,No,No,4,Yes,Yes,92.28,329.26,No,0,0-12,82.32,4,0,23.07,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1742-SXDVT,Male,0,No,No,4,Yes,Yes,96.82,429.22,No,0,0-12,107.3,4,0,24.2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
5247-FQPVO,Male,0,No,Yes,24,Yes,Yes,108.61,2648.82,No,0,13-24,110.37,7,0,15.52,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1439-FJMJW,Female,0,Yes,No,47,Yes,No,99.56,4706.17,No,0,25-48,100.13,7,0,14.22,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
3530-RJZXU,Female,0,Yes,No,27,Yes,Yes,91.42,2356.01,No,0,25-48,87.26,3,0,30.47,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7883-QPOAY,Female,0,Yes,No,9,Yes,Yes,80.96,694.48,Yes,1,0-12,77.16,5,0,16.19,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9833-NWKCV,Male,0,Yes,No,3,Yes,No,92.95,262.45,Yes,1,0-12,87.48,6,1,15.49,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5584-YFMRD,Female,0,No,No,63,Yes,No,78.83,4926.78,No,0,61-72,78.2,6,0,13.14,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9968-PETWJ,Female,0,No,Yes,12,Yes,No,76.05,866.32,No,0,0-12,72.19,4,0,19.01,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
6488-TDNOH,Male,0,No,No,3,Yes,Yes,25.34,127.92,No,0,0-12,42.64,2,0,12.67,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
3696-QTKDU,Male,0,Yes,No,9,Yes,No,100.83,955.44,Yes,1,0-12,106.16,7,0,14.4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
2562-AIVTH,Male,0,No,Yes,70,Yes,No,84.69,5886.44,No,0,61-72,84.09,5,0,16.94,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
5673-YSTCG,Female,1,No,No,16,Yes,Yes,99.69,1600.51,No,0,13-24,100.03,7,0,14.24,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1936-ZIMON,Male,0,Yes,Yes,5,Yes,Yes,79.96,340.6,No,0,0-12,68.12,6,0,13.33,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1468-XJXTS,Female,1,No,No,12,Yes,Yes,94.52,1193.86,No,0,0-12,99.49,4,0,23.63,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7325-ZHIRG,Female,0,Yes,No,1,Yes,Yes,19.95,18.8,No,0,0-12,18.8,1,0,19.95,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
8234-AXJAP,Male,0,No,Yes,24,Yes,No,90.75,2133.12,No,0,13-24,88.88,7,0,12.96,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
3479-HMPDB,Female,0,Yes,No,5,Yes,Yes,69.77,428.12,No,0,0-12,85.62,5,0,13.95,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5152-JPTPC,Male,0,No,No,2,Yes,Yes,18.25,62.63,Yes,1,0-12,31.32,1,0,18.25,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
9965-SBTWO,Male,0,No,Yes,11,Yes,Yes,99.69,1008.21,No,0,0-12,91.66,7,0,14.24,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
8491-XZYFA,Female,0,No,No,49,Yes,Yes,97.6,4763.84,No,0,49-60,97.22,6,1,16.27,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
6865-ROGYK,Male,0,Yes,Yes,4,Yes,No,68.47,262.52,No,0,0-12,65.63,5,0,13.69,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
7672-QXSQV,Female,0,Yes,No,51,Yes,No,27.13,1289.94,No,0,49-60,25.29,1,0,27.13,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1488-SPUFP,Female,0,No,No,67,Yes,Yes,26.89,1719.38,No,0,61-72,25.66,1,0,26.89,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3556-DOACN,Male,0,Yes,Yes,4,Yes,Yes,95.97,373.99,No,0,0-12,93.5,4,0,23.99,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
9086-SACLL,Male,0,Yes,No,8,No,No,60.59,532.4,Yes,1,0-12,66.55,2,0,30.3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1359-GDORK,Male,0,No,No,1,Yes,Yes,64.88,127.0,Yes,1,0-12,127.0,3,0,21.63,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
6143-FWANI,Female,0,No,Yes,35,Yes,No,63.25,2315.66,Yes,1,25-48,66.16,3,0,21.08,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5057-NQYOF,Female,0,No,No,64,Yes,No,91.07,5839.71,No,0,61-72,91.25,6,0,15.18,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5716-NWOWQ,Male,0,Yes,No,3,Yes,Yes,96.65,274.39,No,0,0-12,91.46,6,0,16.11,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
6145-IGCOX,Female,0,No,Yes,43,Yes,Yes,90.13,3902.82,No,0,25-48,90.76,7,0,12.88,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1113-YWLIP,Female,0,No,No,2,No,Yes,86.24,189.02,Yes,1,0-12,94.51,4,0,21.56,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
8698-ALBQB,Female,0,Yes,No,17,Yes,Yes,81.8,1349.62,Yes,1,13-24,79.39,5,0,16.36,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
3849-TTFNE,Male,0,Yes,No,26,Yes,Yes,103.02,2694.64,No,0,25-48,103.64,6,0,17.17,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
6324-AVAPK,Male,0,Yes,No,3,No,Yes,24.97,82.88,No,0,0-12,27.63,0,0,24.97,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3011-ODPQL,Male,0,No,No,11,Yes,Yes,22.63,338.69,No,0,0-12,30.79,1,0,22.63,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
4254-LYTAH,Male,0,Yes,Yes,7,Yes,Yes,24.48,150.56,No,0,0-12,21.51,2,0,12.24,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1223-GUWLR,Male,0,No,Yes,3,Yes,Yes,62.51,179.54,Yes,1,0-12,59.85,3,0,20.84,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4334-MVHID,Male,0,Yes,No,55,Yes,No,93.92,5101.9,No,0,49-60,92.76,4,0,23.48,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2964-AVWKP,Male,0,Yes,No,10,No,Yes,90.37,817.81,No,0,0-12,81.78,5,0,18.07,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
3238-BNEWH,Male,0,No,Yes,8,Yes,No,72.03,563.95,Yes,1,0-12,70.49,4,0,18.01,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
