customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,num_services,Cluster,Segment
8773-UHSGE,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.38,608.07,No,0,2,2,New Customers
6974-VXMDO,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.58,955.56,Yes,1,2,2,New Customers
7126-ZCRNP,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.4,852.76,No,0,4,2,New Customers
1833-APFPA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.99,4413.97,Yes,1,2,1,High-Value Customers
8210-ILIKN,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,73.92,3055.76,No,0,2,1,High-Value Customers
6809-RZEWP,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.89,2460.47,No,0,3,1,High-Value Customers
3785-XSEER,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.43,2047.89,No,0,3,2,New Customers
7566-BQNZT,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.96,6849.58,No,0,4,1,High-Value Customers
9182-ATIOW,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),78.5,4569.34,No,0,4,1,High-Value Customers
8828-FGSWP,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.01,116.2,Yes,1,2,2,New Customers
1491-ETTXN,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,1012.01,Yes,1,2,2,New Customers
4847-CUYBM,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,154.38,Yes,1,0,0,Loyal Customers
4197-TTFYD,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.26,5398.85,No,0,1,1,High-Value Customers
8029-TERHH,Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.45,231.27,No,0,1,0,Loyal Customers
1778-TUNUJ,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.36,248.24,No,0,1,0,Loyal Customers
6085-ULQDN,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.77,6534.28,Yes,1,4,1,High-Value Customers
8657-UHOQY,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.79,661.38,Yes,1,4,2,New Customers
8458-VTJJM,Female,0,No,No,31,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,79.91,2439.82,No,0,3,2,New Customers
4833-YWXPE,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),117.46,3524.24,No,0,4,1,High-Value Customers
2293-HQJRW,Female,0,Yes,Yes,37,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,90.02,3293.96,No,0,4,1,High-Value Customers
4009-YNUBH,Female,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.01,3047.55,No,0,5,1,High-Value Customers
9377-XOABK,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.84,57.53,Yes,1,5,2,New Customers
9081-JWNDO,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),73.53,828.02,No,0,3,2,New Customers
4278-FRFXU,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.96,866.24,No,0,3,2,New Customers
8037-BYMTE,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.47,114.46,Yes,1,1,0,Loyal Customers
7911-ISHYS,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.48,298.22,Yes,1,5,2,New Customers
5070-LAHUV,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.69,3870.37,No,0,4,1,High-Value Customers
9996-CGTJG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.43,1413.15,No,0,1,0,Loyal Customers
3532-XWAVO,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.06,629.24,No,0,1,0,Loyal Customers
8599-QRPTV,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,98.49,Yes,1,0,0,Loyal Customers
5573-CCKMW,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.39,296.81,Yes,1,1,0,Loyal Customers
1298-XBMKO,Male,1,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,89.23,3034.13,No,0,3,1,High-Value Customers
1382-TDUOX,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.35,366.64,Yes,1,2,2,New Customers
9808-VLKRQ,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.37,170.49,Yes,1,1,0,Loyal Customers
8111-MMDEV,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,107.09,124.11,No,0,5,2,New Customers
9901-PIBBR,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,106.9,2996.47,No,0,5,1,High-Value Customers
6775-HEBRP,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,87.59,1087.48,No,0,2,2,New Customers
3999-TVNGA,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.0,733.93,No,0,2,2,New Customers
8158-OJAVY,Male,1,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,69.78,4389.24,No,0,3,1,High-Value Customers
5330-GQWPA,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,116.73,99.71,Yes,1,4,2,New Customers
2755-CKLNT,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.05,379.47,Yes,1,3,2,New Customers
2011-YGNFJ,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,100.38,4712.92,Yes,1,5,1,High-Value Customers
8492-BMPOJ,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,118.75,2698.04,Yes,1,5,2,New Customers
4399-XGMJT,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,88.81,1097.98,No,0,7,2,New Customers
8251-WCCJL,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.39,63.15,No,0,1,0,Loyal Customers
1567-XXLUO,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.26,988.51,No,0,4,2,New Customers
6912-WCGLX,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.26,1377.52,No,0,4,2,New Customers
6326-KAPHI,Female,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.17,815.73,Yes,1,1,0,Loyal Customers
9962-NDBKB,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,83.41,468.53,No,0,4,2,New Customers
4858-KWIHQ,Female,1,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.34,131.12,No,0,1,0,Loyal Customers
6750-ACEUF,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.67,207.6,Yes,1,1,0,Loyal Customers
9933-LYGLD,Female,1,No,No,49,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.37,3643.78,No,0,4,1,High-Value Customers
8614-PBTXR,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.46,649.97,Yes,1,3,2,New Customers
8274-HLWPP,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,115.49,929.48,Yes,1,6,2,New Customers
7903-PDFUG,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.54,585.26,No,0,1,0,Loyal Customers
6989-MQGIR,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.62,1999.26,No,0,1,0,Loyal Customers
2545-IZDPD,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.39,834.2,Yes,1,2,2,New Customers
7363-DOLRA,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.99,244.43,No,0,1,0,Loyal Customers
5643-OGHSO,Female,0,No,Yes,5,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.47,405.23,No,0,5,2,New Customers
6209-YKWZO,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,102.6,2653.12,No,0,3,2,New Customers
2906-KBSHY,Male,0,Yes,Yes,10,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.48,591.72,Yes,1,2,2,New Customers
6876-MECRT,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,50.13,1498.2,No,0,2,0,Loyal Customers
3394-AITPC,Male,1,No,No,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),70.41,395.58,Yes,1,2,2,New Customers
2032-CTUKR,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,106.55,5165.63,Yes,1,5,1,High-Value Customers
1188-OHVMW,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.25,1151.35,No,0,2,0,Loyal Customers
6065-LYZLJ,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.24,137.33,Yes,1,2,2,New Customers
6816-EKVXK,Male,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.87,200.35,Yes,1,1,0,Loyal Customers
4512-WFBBC,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.93,758.86,No,0,1,0,Loyal Customers
8917-BIPPV,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,69.05,4545.49,No,0,2,1,High-Value Customers
9827-KGCXJ,Male,1,No,No,59,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.06,4228.56,No,0,2,1,High-Value Customers
9084-JTQSQ,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.97,1066.52,No,0,1,0,Loyal Customers
3761-CAKXQ,Female,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.23,5274.37,Yes,1,1,1,High-Value Customers
7067-GMKDP,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,108.65,6047.9,Yes,1,5,1,High-Value Customers
4270-KPAYF,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.99,5292.81,No,0,5,1,High-Value Customers
7112-UEGKV,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.13,564.41,No,0,1,0,Loyal Customers
6721-MWMXU,Female,1,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,3267.25,Yes,1,4,1,High-Value Customers
2549-JAGAC,Female,1,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.0,3936.45,Yes,1,3,1,High-Value Customers
1038-RKMTV,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.29,18.8,No,0,1,0,Loyal Customers
5796-LQKLH,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,118.75,1102.03,Yes,1,4,2,New Customers
2706-FRVLC,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.03,339.94,Yes,1,1,0,Loyal Customers
6491-XNACN,Female,0,Yes,Yes,67,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.23,6408.6,No,0,4,1,High-Value Customers
8753-BTUBF,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.74,1198.2,No,0,1,0,Loyal Customers
1035-OEXCQ,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.49,281.33,Yes,1,0,0,Loyal Customers
8080-EGUCL,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.44,624.27,Yes,1,1,2,New Customers
3250-ALMJV,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.34,112.88,No,0,1,0,Loyal Customers
1863-LETOS,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.45,730.71,Yes,1,2,2,New Customers
1967-LBIYS,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,128.11,Yes,1,7,2,New Customers
1705-JWETI,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),69.93,798.24,No,0,1,0,Loyal Customers
5292-WRHAG,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.96,206.46,Yes,1,5,2,New Customers
4759-DWBOZ,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,954.63,Yes,1,6,2,New Customers
4014-NBSZU,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,619.54,No,0,1,0,Loyal Customers
2344-JSUKY,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,83.68,3401.52,Yes,1,2,1,High-Value Customers
2831-TMSPL,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,5267.85,No,0,6,1,High-Value Customers
8337-VVCKT,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,102.39,726.37,Yes,1,3,2,New Customers
8800-JTOFX,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.54,444.57,No,0,1,0,Loyal Customers
5002-PHALS,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.16,705.79,Yes,1,4,2,New Customers
3944-YTQUW,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,246.35,No,0,1,0,Loyal Customers
7490-VSWCI,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,1003.88,No,0,1,0,Loyal Customers
8989-MAWRX,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,100.77,6107.37,Yes,1,2,1,High-Value Customers
1145-DNENJ,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),64.54,969.89,No,0,3,2,New Customers
2891-UBWDP,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.66,4089.13,No,0,2,1,High-Value Customers
9922-CYHTW,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,77.79,809.46,No,0,3,2,New Customers
3085-JWCCH,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.26,187.12,Yes,1,4,2,New Customers
6427-UOMWE,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.39,1161.51,No,0,6,2,New Customers
9114-IHYQL,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.18,33.38,Yes,1,1,0,Loyal Customers
3970-LUDEH,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.91,2564.97,No,0,1,0,Loyal Customers
5339-VFUXL,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.99,1750.69,No,0,1,0,Loyal Customers
9650-XUJHW,Male,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),73.58,1581.32,No,0,3,2,New Customers
4973-ASJYW,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.19,196.48,No,0,1,0,Loyal Customers
1938-XYTHR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.22,1137.63,Yes,1,2,2,New Customers
8811-VLSKG,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.91,534.68,Yes,1,1,0,Loyal Customers
7054-MFRIP,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.24,207.67,No,0,3,2,New Customers
4252-XWMSE,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),94.8,706.88,No,0,3,2,New Customers
9975-FWVEA,Female,1,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,101.14,5155.53,No,0,3,1,High-Value Customers
7632-WSBQK,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,87.25,5432.29,No,0,5,1,High-Value Customers
9239-UUKIV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,89.66,421.36,No,0,3,2,New Customers
2036-CBNBP,Male,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.76,113.3,Yes,1,1,0,Loyal Customers
2505-XLCSI,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.44,978.13,No,0,1,0,Loyal Customers
3356-RYZLW,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.35,120.27,No,0,1,0,Loyal Customers
2883-WYNNO,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.56,39.73,No,0,1,0,Loyal Customers
1656-WTWCU,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.46,1510.95,No,0,1,0,Loyal Customers
4264-VZWXC,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.83,137.58,No,0,1,0,Loyal Customers
3957-HNZRO,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),82.06,609.88,Yes,1,2,2,New Customers
8244-ERNFQ,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.34,564.56,No,0,5,2,New Customers
8563-VVVMB,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.73,3589.31,Yes,1,3,1,High-Value Customers
9686-LQAXX,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,77.91,2954.96,No,0,5,1,High-Value Customers
9352-EVQDO,Female,1,Yes,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,68.25,554.06,No,0,3,2,New Customers
5287-QCORS,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),79.92,4214.79,No,0,3,1,High-Value Customers
7921-QSCUJ,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.37,628.58,No,0,1,0,Loyal Customers
5927-OZIJT,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,71.46,225.98,Yes,1,2,2,New Customers
6708-IIVVD,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.69,1902.15,Yes,1,4,2,New Customers
4598-UDEEN,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,95.72,6407.0,No,0,4,1,High-Value Customers
5058-IDQUF,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.76,495.92,No,0,1,0,Loyal Customers
6997-UOOEY,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,85.51,2196.64,No,0,3,2,New Customers
9607-SXPRV,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.32,364.47,Yes,1,4,2,New Customers
1343-FFQGK,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,78.89,356.2,Yes,1,2,2,New Customers
5443-TNARL,Female,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.12,6403.84,No,0,3,1,High-Value Customers
2020-QHLZG,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.18,685.91,No,0,2,2,New Customers
8966-MYWVF,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),62.84,1324.34,Yes,1,1,0,Loyal Customers
8117-JXZPX,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.64,4010.48,No,0,2,1,High-Value Customers
5799-AWNBB,Female,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,109.71,508.84,Yes,1,4,2,New Customers
7508-YSLHK,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,88.39,3391.64,No,0,3,1,High-Value Customers
3905-HDOFD,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,117.6,759.58,Yes,1,7,2,New Customers
3482-UOMPO,Male,1,Yes,No,42,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,66.18,2759.55,No,0,2,1,High-Value Customers
5478-VSEVE,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.71,2166.69,No,0,3,2,New Customers
1702-KKUSB,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.07,1080.98,No,0,1,0,Loyal Customers
5488-UTNQO,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.53,64.24,Yes,1,1,0,Loyal Customers
