customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary
2489-BKYBZ,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.68,591.82,No,0
8819-AAXPE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.08,429.36,Yes,1
9583-OQRFJ,Female,0,No,Yes,25,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,68.87,1712.15,No,0
2157-NZQRF,Female,1,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.07,647.68,Yes,1
5877-ZCFSA,Male,1,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.65,4212.68,No,0
2859-YALIK,Male,1,No,No,59,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,90.13,5305.17,No,0
3322-HTADG,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.56,419.06,Yes,1
8437-KANQL,Female,0,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),57.75,3260.8,No,0
1797-WWXZI,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.89,267.6,No,0
4794-YLWQY,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.62,154.87,Yes,1
1093-SUFTF,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.15,2263.38,Yes,1
9142-XANJX,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,79.64,3431.63,Yes,1
3882-SDFZK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.06,682.08,Yes,1
7891-ZZAGS,Female,1,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.73,475.52,No,0
9340-ZSCTH,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.54,4210.03,Yes,1
8276-OEVZN,Male,0,No,Yes,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.05,692.88,Yes,1
8312-BHDHJ,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.72,541.76,No,0
4881-IOFJV,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,85.81,4330.69,No,0
6059-AIVEX,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.78,512.03,No,0
3662-QMQUD,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.29,646.69,No,0
4169-OGJXF,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,62.48,3503.78,No,0
2707-PCAWH,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.97,2127.42,Yes,1
2084-RMLLD,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.83,70.06,No,0
8726-AMHQO,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,96.09,4282.26,No,0
4463-NFDXP,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),99.8,1570.9,Yes,1
6883-ZXPUN,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,94.99,6895.71,No,0
3140-QXWNY,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.24,1396.77,No,0
2777-BKFYD,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.11,1833.09,Yes,1
5811-UCBOX,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.33,576.19,No,0
1146-AYPSH,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),107.76,1117.1,No,0
3810-MFLYT,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,107.25,1503.86,Yes,1
8820-MUKQS,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.83,5284.04,No,0
8422-YCUST,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.08,716.92,Yes,1
1132-MYXGM,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.48,4444.09,Yes,1
8774-YIUVD,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.23,174.83,No,0
1287-BDTKR,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.4,591.06,No,0
1808-PTZIO,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.91,4270.34,Yes,1
5347-JQOVA,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),69.27,3946.69,No,0
2996-POXRA,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,118.75,7177.2,No,0
5401-VWUMC,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.49,733.06,No,0
2919-WITAM,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.84,346.53,Yes,1
9552-GAHBP,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,94.0,568.29,No,0
2725-GPIQY,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,92.39,2842.74,No,0
9380-SZTBY,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),75.96,2207.54,No,0
6100-AQGNR,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.37,1977.68,No,0
1249-LBCFU,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.26,3054.85,Yes,1
4717-BTODO,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.8,2951.4,Yes,1
3238-QYITA,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,877.8,No,0
4663-XBYCM,Male,1,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.44,878.69,No,0
2629-AJPSI,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,100.99,2750.07,Yes,1
5431-ESEWE,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.78,982.44,No,0
6975-IZHYV,Male,1,No,Yes,72,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,70.74,5132.6,No,0
5211-MJLMD,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,83.59,3983.8,Yes,1
3905-WZBTG,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.78,158.05,No,0
6884-QWSVU,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),86.18,3700.59,No,0
6825-KIJJH,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),91.21,228.56,Yes,1
3796-OHJSI,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.25,1005.67,Yes,1
1958-ATYRB,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,370.47,No,0
6069-HIXVT,Male,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),66.98,1702.26,No,0
5507-PXRPC,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.29,373.49,Yes,1
9967-VJGZY,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,707.06,No,0
4781-GUQXO,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.68,632.68,Yes,1
5966-DPJFU,Female,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.77,492.69,Yes,1
4111-FYZMH,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,98.58,454.54,No,0
2456-QPQTM,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.12,5464.2,Yes,1
7149-RUTAQ,Male,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,58.25,3922.43,No,0
9777-ONPOK,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.54,1805.71,No,0
9944-BVEFP,Male,1,No,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.96,585.59,Yes,1
6740-YHAGO,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.21,307.39,No,0
4215-GXORT,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,93.38,4280.44,No,0
4682-TZSHU,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,78.79,242.46,No,0
3124-BLNMG,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,86.06,2777.75,No,0
3456-XHUGC,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.98,47.48,No,0
1568-GVLSZ,Female,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.96,5315.74,No,0
1432-CXOQI,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.91,426.92,No,0
8440-QGQAG,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.47,36.01,No,0
2835-UTCXV,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,66.9,445.12,No,0
4912-FKPQJ,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,101.75,6432.47,No,0
1914-PSGQO,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.09,283.8,No,0
5511-AHJVV,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,600.34,Yes,1
8862-MIMUQ,Male,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.64,1770.5,No,0
6410-LSWRK,Male,1,No,No,12,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.41,745.8,No,0
8558-YUWGK,Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.45,757.81,Yes,1
3243-JTRAT,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),91.25,27.08,No,0
2728-EOGZD,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.62,375.42,Yes,1
2364-THSRE,Female,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,118.75,324.79,No,0
6218-NCTWY,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.44,1247.85,No,0
1791-EVHQJ,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.5,4877.85,No,0
2958-QFDNF,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),106.61,432.65,No,0
2730-UNODE,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),104.71,5178.19,No,0
4516-KLDXJ,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,50.33,1860.7,No,0
8345-KMCRB,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),71.89,115.72,Yes,1
7730-WJXSA,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.11,1009.15,No,0
2825-QSCRV,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.68,634.47,Yes,1
1826-WNQBP,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),102.25,1260.42,Yes,1
5089-JUGBM,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.13,2130.11,Yes,1
7692-DZRYM,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,82.25,5798.67,No,0
2108-ENPTU,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.88,3513.06,Yes,1
7863-PANVW,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.18,229.43,Yes,1
8509-ALQGK,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.22,935.25,Yes,1
1876-FAZWK,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,111.62,595.3,No,0
1038-ILERZ,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.68,416.52,Yes,1
8594-WVBOO,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.77,3823.38,Yes,1
1908-DOSFM,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.89,343.02,Yes,1
1676-CPOTX,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.64,826.8,No,0
2709-IWBVY,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.97,267.76,No,0
1899-DRMZO,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,95.16,93.16,Yes,1
6895-GIEDC,Female,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),77.52,3511.39,No,0
9033-BNNBV,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.37,630.37,Yes,1
5505-DDSQK,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.41,432.61,Yes,1
4646-AANJG,Female,1,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,79.96,2670.72,No,0
4411-PHJHR,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.99,1094.07,Yes,1
1493-XOGTY,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.78,1612.27,No,0
1523-FDBTF,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.08,384.39,Yes,1
4451-VPRCZ,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.34,151.82,No,0
1744-SQKVX,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.25,598.21,Yes,1
1632-YGUVO,Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,18.8,No,0
8768-VNELX,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.75,500.53,Yes,1
2824-ZERQF,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.42,4679.17,No,0
5250-DJYBW,Male,0,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,759.91,No,0
7096-THYGN,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.53,103.88,Yes,1
1331-XSERE,Male,1,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.42,18.8,Yes,1
4999-NYIAL,Female,0,No,Yes,8,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.06,554.36,No,0
9338-UBBTS,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.98,740.38,No,0
6014-CHWDF,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.79,1337.04,No,0
5069-TVPMK,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,88.17,5443.29,No,0
1393-GFBTJ,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.03,4788.22,No,0
5585-FPDRT,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.87,246.49,Yes,1
3802-FUFEI,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.6,1778.38,No,0
9698-MGNJR,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.6,291.13,Yes,1
4949-PLMLK,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,111.49,7015.4,No,0
9673-GUSNI,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.91,232.27,Yes,1
5353-WEPTQ,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.87,702.04,Yes,1
2297-NEYJK,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),118.75,366.73,Yes,1
8716-LFXQP,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,68.4,3006.32,No,0
1680-LLGOG,Female,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.31,243.84,No,0
5238-UTHFA,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),106.56,4099.71,No,0
4109-ADZWO,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.79,595.58,Yes,1
7970-MPXCJ,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.94,2229.63,No,0
2071-UVSPM,Male,0,Yes,No,9,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.2,673.05,Yes,1
1211-UXZIF,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.03,566.79,No,0
6885-ABVYK,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,71.45,86.5,No,0
5569-ODFHV,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),88.34,4850.55,Yes,1
4942-SFYWM,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),96.75,1307.28,Yes,1
3029-ZVNGQ,Male,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),77.36,3490.48,No,0
4332-RVMBO,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.14,1191.48,No,0
8727-FYJRS,Female,1,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.87,907.0,No,0
2638-BYSQH,Female,0,Yes,No,22,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),69.82,1491.14,No,0
1972-HOSIF,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.38,177.8,Yes,1
3245-ZQZAL,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.33,817.21,Yes,1
5116-KKCAU,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.53,18.8,Yes,1
4964-EJYMZ,Male,1,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.4,1319.44,Yes,1
2453-DORZM,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.79,966.82,No,0
2801-OHECS,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),67.74,1989.44,Yes,1
6784-EOXVL,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.39,556.27,No,0
1515-QNXOT,Female,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.78,3148.17,Yes,1
5755-OIKHM,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,84.96,4867.91,No,0
9562-IMYDG,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.29,282.53,No,0
5438-KIUMJ,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,64.01,2462.07,No,0
5310-XZGBA,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.71,1377.32,No,0
5008-QBNKY,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,63.4,4126.61,No,0
6431-LPDMI,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.29,2952.89,Yes,1
2628-KQPZH,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),81.54,4659.4,No,0
7296-OWXSL,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.15,447.04,Yes,1
5800-QUFWU,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.17,419.41,No,0
1793-HGPFH,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.42,602.09,No,0
2702-BLINF,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.64,567.28,No,0
